breed,dataset_code,dataset_full_name,original_path,cluster_id,duplicate_type,role,new_path
nili-ravi,DS03,BovCap-5K-Annotated-Bovine-Image-Caption-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_32.jpg,nili-ravi_176,tight,kept_canonical,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_32.jpg
nili-ravi,DS11,Indian-Cattle-&-Buffalo-Breeds-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS11__Nili_Ravi_024.jpg,nili-ravi_176,tight,kept_augmented_source,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS11__Nili_Ravi_024__aug1_nili-ravi_176.jpg
nili-ravi,DS03,BovCap-5K-Annotated-Bovine-Image-Caption-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_33.jpg,nili-ravi_177,tight,kept_canonical,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_33.jpg
nili-ravi,DS11,Indian-Cattle-&-Buffalo-Breeds-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS11__Nili_Ravi_025.jpg,nili-ravi_177,tight,kept_augmented_source,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS11__Nili_Ravi_025__aug1_nili-ravi_177.jpg
nili-ravi,DS03,BovCap-5K-Annotated-Bovine-Image-Caption-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_34.jpg,nili-ravi_178,tight,kept_canonical,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_34.jpg
nili-ravi,DS03,BovCap-5K-Annotated-Bovine-Image-Caption-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_68.jpg,nili-ravi_178,tight,kept_augmented_source,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_68__aug1_nili-ravi_178.jpg
nili-ravi,DS11,Indian-Cattle-&-Buffalo-Breeds-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS11__Nili_Ravi_026.jpg,nili-ravi_178,tight,kept_augmented_source,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS11__Nili_Ravi_026__aug2_nili-ravi_178.jpg
nili-ravi,DS11,Indian-Cattle-&-Buffalo-Breeds-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS11__Nili_Ravi_062.jpg,nili-ravi_178,tight,kept_augmented_source,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS11__Nili_Ravi_062__aug3_nili-ravi_178.jpg
nili-ravi,DS03,BovCap-5K-Annotated-Bovine-Image-Caption-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_36.jpg,nili-ravi_179,tight,kept_canonical,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_36.jpg
nili-ravi,DS11,Indian-Cattle-&-Buffalo-Breeds-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS11__Nili_Ravi_028.jpg,nili-ravi_179,tight,kept_augmented_source,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS11__Nili_Ravi_028__aug1_nili-ravi_179.jpg
nili-ravi,DS03,BovCap-5K-Annotated-Bovine-Image-Caption-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_37.jpg,nili-ravi_180,tight,kept_canonical,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_37.jpg
nili-ravi,DS11,Indian-Cattle-&-Buffalo-Breeds-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS11__Nili_Ravi_029.jpg,nili-ravi_180,tight,kept_augmented_source,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS11__Nili_Ravi_029__aug1_nili-ravi_180.jpg
nili-ravi,DS03,BovCap-5K-Annotated-Bovine-Image-Caption-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_38.jpg,nili-ravi_181,tight,kept_canonical,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_38.jpg
nili-ravi,DS03,BovCap-5K-Annotated-Bovine-Image-Caption-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_61.jpg,nili-ravi_181,tight,kept_augmented_source,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_61__aug1_nili-ravi_181.jpg
nili-ravi,DS11,Indian-Cattle-&-Buffalo-Breeds-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS11__Nili_Ravi_030.jpg,nili-ravi_181,tight,kept_augmented_source,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS11__Nili_Ravi_030__aug2_nili-ravi_181.jpg
nili-ravi,DS11,Indian-Cattle-&-Buffalo-Breeds-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS11__Nili_Ravi_055.jpg,nili-ravi_181,tight,kept_augmented_source,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS11__Nili_Ravi_055__aug3_nili-ravi_181.jpg
nili-ravi,DS03,BovCap-5K-Annotated-Bovine-Image-Caption-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_39.jpg,nili-ravi_182,unique,kept_unique,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_39.jpg
nili-ravi,DS03,BovCap-5K-Annotated-Bovine-Image-Caption-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_4.jpg,nili-ravi_183,unique,kept_unique,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_4.jpg
nili-ravi,DS03,BovCap-5K-Annotated-Bovine-Image-Caption-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_40.jpg,nili-ravi_184,tight,kept_canonical,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_40.jpg
nili-ravi,DS03,BovCap-5K-Annotated-Bovine-Image-Caption-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_59.jpg,nili-ravi_184,tight,kept_augmented_source,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_59__aug1_nili-ravi_184.jpg
nili-ravi,DS11,Indian-Cattle-&-Buffalo-Breeds-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS11__Nili_Ravi_033.jpg,nili-ravi_184,tight,kept_augmented_source,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS11__Nili_Ravi_033__aug2_nili-ravi_184.jpg
nili-ravi,DS11,Indian-Cattle-&-Buffalo-Breeds-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS11__Nili_Ravi_052.jpg,nili-ravi_184,tight,kept_augmented_source,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS11__Nili_Ravi_052__aug3_nili-ravi_184.jpg
nili-ravi,DS03,BovCap-5K-Annotated-Bovine-Image-Caption-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_41.jpg,nili-ravi_185,tight,kept_canonical,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_41.jpg
nili-ravi,DS11,Indian-Cattle-&-Buffalo-Breeds-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS11__Nili_Ravi_034.jpg,nili-ravi_185,tight,kept_augmented_source,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS11__Nili_Ravi_034__aug1_nili-ravi_185.jpg
nili-ravi,DS03,BovCap-5K-Annotated-Bovine-Image-Caption-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_42.jpg,nili-ravi_186,tight,kept_canonical,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_42.jpg
nili-ravi,DS11,Indian-Cattle-&-Buffalo-Breeds-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS11__Nili_Ravi_035.jpg,nili-ravi_186,tight,kept_augmented_source,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS11__Nili_Ravi_035__aug1_nili-ravi_186.jpg
nili-ravi,DS03,BovCap-5K-Annotated-Bovine-Image-Caption-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_43.jpg,nili-ravi_187,tight,kept_canonical,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_43.jpg
nili-ravi,DS11,Indian-Cattle-&-Buffalo-Breeds-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS11__Nili_Ravi_036.jpg,nili-ravi_187,tight,kept_augmented_source,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS11__Nili_Ravi_036__aug1_nili-ravi_187.jpg
nili-ravi,DS03,BovCap-5K-Annotated-Bovine-Image-Caption-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_44.jpg,nili-ravi_188,tight,kept_canonical,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_44.jpg
nili-ravi,DS11,Indian-Cattle-&-Buffalo-Breeds-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS11__Nili_Ravi_037.jpg,nili-ravi_188,tight,kept_augmented_source,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS11__Nili_Ravi_037__aug1_nili-ravi_188.jpg
nili-ravi,DS03,BovCap-5K-Annotated-Bovine-Image-Caption-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_45.jpg,nili-ravi_189,tight,kept_canonical,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_45.jpg
nili-ravi,DS11,Indian-Cattle-&-Buffalo-Breeds-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS11__Nili_Ravi_038.jpg,nili-ravi_189,tight,kept_augmented_source,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS11__Nili_Ravi_038__aug1_nili-ravi_189.jpg
nili-ravi,DS03,BovCap-5K-Annotated-Bovine-Image-Caption-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_46.png,nili-ravi_190,tight,kept_canonical,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_46.png
nili-ravi,DS11,Indian-Cattle-&-Buffalo-Breeds-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS11__Nili_Ravi_039.jpg,nili-ravi_190,tight,kept_augmented_source,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS11__Nili_Ravi_039__aug1_nili-ravi_190.jpg
nili-ravi,DS03,BovCap-5K-Annotated-Bovine-Image-Caption-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_47.jpg,nili-ravi_191,tight,kept_canonical,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_47.jpg
nili-ravi,DS11,Indian-Cattle-&-Buffalo-Breeds-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS11__Nili_Ravi_040.jpg,nili-ravi_191,tight,kept_augmented_source,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS11__Nili_Ravi_040__aug1_nili-ravi_191.jpg
nili-ravi,DS03,BovCap-5K-Annotated-Bovine-Image-Caption-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_48.jpg,nili-ravi_192,unique,kept_unique,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_48.jpg
nili-ravi,DS03,BovCap-5K-Annotated-Bovine-Image-Caption-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_5.jpg,nili-ravi_193,tight,kept_canonical,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_5.jpg
nili-ravi,DS11,Indian-Cattle-&-Buffalo-Breeds-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS11__Nili_Ravi_042.jpg,nili-ravi_193,tight,kept_augmented_source,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS11__Nili_Ravi_042__aug1_nili-ravi_193.jpg
nili-ravi,DS03,BovCap-5K-Annotated-Bovine-Image-Caption-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_50.jpg,nili-ravi_194,tight,kept_canonical,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_50.jpg
nili-ravi,DS11,Indian-Cattle-&-Buffalo-Breeds-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS11__Nili_Ravi_043.jpg,nili-ravi_194,tight,kept_augmented_source,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS11__Nili_Ravi_043__aug1_nili-ravi_194.jpg
nili-ravi,DS03,BovCap-5K-Annotated-Bovine-Image-Caption-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_51.jpg,nili-ravi_195,unique,kept_unique,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_51.jpg
nili-ravi,DS03,BovCap-5K-Annotated-Bovine-Image-Caption-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_52.jpg,nili-ravi_196,tight,kept_canonical,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_52.jpg
nili-ravi,DS11,Indian-Cattle-&-Buffalo-Breeds-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS11__Nili_Ravi_045.jpg,nili-ravi_196,tight,kept_augmented_source,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS11__Nili_Ravi_045__aug1_nili-ravi_196.jpg
nili-ravi,DS03,BovCap-5K-Annotated-Bovine-Image-Caption-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_53.jpg,nili-ravi_197,tight,kept_canonical,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_53.jpg
nili-ravi,DS11,Indian-Cattle-&-Buffalo-Breeds-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS11__Nili_Ravi_046.jpg,nili-ravi_197,tight,kept_augmented_source,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS11__Nili_Ravi_046__aug1_nili-ravi_197.jpg
nili-ravi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS04__nili_ravi_0057.jpg,nili-ravi_198,tight,kept_canonical,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS04__nili_ravi_0057.jpg
nili-ravi,DS03,BovCap-5K-Annotated-Bovine-Image-Caption-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_54.jpg,nili-ravi_198,tight,kept_augmented_source,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_54__aug1_nili-ravi_198.jpg
nili-ravi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS06__Nili_Ravi_54.jpg,nili-ravi_198,tight,kept_augmented_source,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS06__Nili_Ravi_54__aug2_nili-ravi_198.jpg
nili-ravi,DS10,Indian-Bovine-breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS10__Nili_Ravi_54.jpg,nili-ravi_198,tight,kept_augmented_source,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS10__Nili_Ravi_54__aug3_nili-ravi_198.jpg
nili-ravi,DS11,Indian-Cattle-&-Buffalo-Breeds-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS11__Nili_Ravi_047.jpg,nili-ravi_198,tight,kept_augmented_source,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS11__Nili_Ravi_047__aug4_nili-ravi_198.jpg
nili-ravi,DS03,BovCap-5K-Annotated-Bovine-Image-Caption-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_55.jpg,nili-ravi_199,unique,kept_unique,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_55.jpg
nili-ravi,DS03,BovCap-5K-Annotated-Bovine-Image-Caption-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_56.jpg,nili-ravi_200,tight,kept_canonical,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_56.jpg
nili-ravi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS04__nili_ravi_0059.jpg,nili-ravi_200,tight,kept_augmented_source,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS04__nili_ravi_0059__aug1_nili-ravi_200.jpg
nili-ravi,DS10,Indian-Bovine-breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS10__Nili_Ravi_56.jpg,nili-ravi_200,tight,kept_augmented_source,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS10__Nili_Ravi_56__aug2_nili-ravi_200.jpg
nili-ravi,DS11,Indian-Cattle-&-Buffalo-Breeds-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS11__Nili_Ravi_049.jpg,nili-ravi_200,tight,kept_augmented_source,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS11__Nili_Ravi_049__aug3_nili-ravi_200.jpg
nili-ravi,DS03,BovCap-5K-Annotated-Bovine-Image-Caption-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_57.jpg,nili-ravi_201,unique,kept_unique,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_57.jpg
nili-ravi,DS03,BovCap-5K-Annotated-Bovine-Image-Caption-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_58.jpg,nili-ravi_202,unique,kept_unique,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_58.jpg
nili-ravi,DS03,BovCap-5K-Annotated-Bovine-Image-Caption-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_6.jpg,nili-ravi_203,tight,kept_canonical,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_6.jpg
nili-ravi,DS11,Indian-Cattle-&-Buffalo-Breeds-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS11__Nili_Ravi_053.jpg,nili-ravi_203,tight,kept_augmented_source,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS11__Nili_Ravi_053__aug1_nili-ravi_203.jpg
nili-ravi,DS03,BovCap-5K-Annotated-Bovine-Image-Caption-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_60.jpg,nili-ravi_204,unique,kept_unique,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_60.jpg
nili-ravi,DS03,BovCap-5K-Annotated-Bovine-Image-Caption-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_62.jpg,nili-ravi_205,tight,kept_canonical,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_62.jpg
nili-ravi,DS11,Indian-Cattle-&-Buffalo-Breeds-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS11__Nili_Ravi_056.jpg,nili-ravi_205,tight,kept_augmented_source,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS11__Nili_Ravi_056__aug1_nili-ravi_205.jpg
nili-ravi,DS03,BovCap-5K-Annotated-Bovine-Image-Caption-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_63.jpg,nili-ravi_206,tight,kept_canonical,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_63.jpg
nili-ravi,DS11,Indian-Cattle-&-Buffalo-Breeds-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS11__Nili_Ravi_057.jpg,nili-ravi_206,tight,kept_augmented_source,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS11__Nili_Ravi_057__aug1_nili-ravi_206.jpg
nili-ravi,DS03,BovCap-5K-Annotated-Bovine-Image-Caption-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_64.jpg,nili-ravi_207,tight,kept_canonical,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_64.jpg
nili-ravi,DS11,Indian-Cattle-&-Buffalo-Breeds-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS11__Nili_Ravi_058.jpg,nili-ravi_207,tight,kept_augmented_source,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS11__Nili_Ravi_058__aug1_nili-ravi_207.jpg
nili-ravi,DS03,BovCap-5K-Annotated-Bovine-Image-Caption-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_66.jpg,nili-ravi_208,unique,kept_unique,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_66.jpg
nili-ravi,DS03,BovCap-5K-Annotated-Bovine-Image-Caption-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_67.png,nili-ravi_209,unique,kept_unique,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_67.png
nili-ravi,DS03,BovCap-5K-Annotated-Bovine-Image-Caption-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_7.jpg,nili-ravi_210,unique,kept_unique,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_7.jpg
nili-ravi,DS03,BovCap-5K-Annotated-Bovine-Image-Caption-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_70.jpg,nili-ravi_211,unique,kept_unique,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_70.jpg
nili-ravi,DS03,BovCap-5K-Annotated-Bovine-Image-Caption-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_71.png,nili-ravi_212,unique,kept_unique,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_71.png
nili-ravi,DS03,BovCap-5K-Annotated-Bovine-Image-Caption-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_72.jpg,nili-ravi_213,tight,kept_canonical,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_72.jpg
nili-ravi,DS11,Indian-Cattle-&-Buffalo-Breeds-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS11__Nili_Ravi_067.jpg,nili-ravi_213,tight,kept_augmented_source,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS11__Nili_Ravi_067__aug1_nili-ravi_213.jpg
nili-ravi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS04__nili_ravi_0079.jpg,nili-ravi_214,tight,kept_canonical,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS04__nili_ravi_0079.jpg
nili-ravi,DS03,BovCap-5K-Annotated-Bovine-Image-Caption-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_74.jpg,nili-ravi_214,tight,kept_augmented_source,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_74__aug1_nili-ravi_214.jpg
nili-ravi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS06__Nili_Ravi_74.jpg,nili-ravi_214,tight,kept_augmented_source,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS06__Nili_Ravi_74__aug2_nili-ravi_214.jpg
nili-ravi,DS10,Indian-Bovine-breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS10__Nili_Ravi_74.jpg,nili-ravi_214,tight,kept_augmented_source,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS10__Nili_Ravi_74__aug3_nili-ravi_214.jpg
nili-ravi,DS11,Indian-Cattle-&-Buffalo-Breeds-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS11__Nili_Ravi_069.jpg,nili-ravi_214,tight,kept_augmented_source,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS11__Nili_Ravi_069__aug4_nili-ravi_214.jpg
nili-ravi,DS03,BovCap-5K-Annotated-Bovine-Image-Caption-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_75.jpg,nili-ravi_215,unique,kept_unique,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS03__Nili_Ravi_75.jpg
